PARTNER,RLTYP,VALID_FROM,VALID_TO
0003001347,FLCU01,2013-05-05,9999-12-31
0003001348,FLCU00,2020-05-13,9999-12-31
0003001348,FLCU01,2020-05-13,9999-12-31
0003001349,FLCU00,2013-04-21,9999-12-31
0003001349,FLCU01,2013-04-21,9999-12-31
0003001350,FLCU00,2017-10-13,9999-12-31
0003001350,FLCU01,2017-10-13,9999-12-31
0003001351,FLCU00,2020-02-17,9999-12-31
0003001351,FLCU01,2020-02-17,9999-12-31
0003001352,FLCU00,2018-03-25,9999-12-31
0003001352,FLCU01,2018-03-25,9999-12-31
0003001353,FLCU00,2021-11-05,9999-12-31
0003001353,FLCU01,2021-11-05,9999-12-31
0003001354,FLCU00,2013-08-27,9999-12-31
0003001354,FLCU01,2013-08-27,9999-12-31
0003001355,FLCU00,2025-11-26,9999-12-31
0003001355,FLCU01,2025-11-26,9999-12-31
0003001356,FLCU00,2013-03-11,9999-12-31
0003001356,FLCU01,2013-03-11,9999-12-31
0003001357,FLCU00,2018-12-04,9999-12-31
0003001357,FLCU01,2018-12-04,9999-12-31
0003001358,FLCU00,2026-06-22,9999-12-31
0003001358,FLCU01,2026-06-22,9999-12-31
0003001359,FLCU00,2012-08-20,9999-12-31
0003001359,FLCU01,2012-08-20,9999-12-31
0003001360,FLCU00,2014-02-04,9999-12-31
0003001360,FLCU01,2014-02-04,9999-12-31
0003001361,FLCU00,2015-05-03,9999-12-31
0003001361,FLCU01,2015-05-03,9999-12-31
0003001362,FLCU00,2014-09-11,9999-12-31
0003001362,FLCU01,2014-09-11,9999-12-31
0003001363,FLCU00,2026-08-10,9999-12-31
0003001363,FLCU01,2026-08-10,9999-12-31
0003001364,FLCU00,2025-03-22,9999-12-31
0003001364,FLCU01,2025-03-22,9999-12-31
0003001365,FLCU00,2024-08-17,9999-12-31
0003001365,FLCU01,2024-08-17,9999-12-31
0003001366,FLCU00,2013-03-15,9999-12-31
0003001366,FLCU01,2013-03-15,9999-12-31
0003001367,FLCU00,2017-07-18,9999-12-31
0003001367,FLCU01,2017-07-18,9999-12-31
0003001368,FLCU00,2020-09-16,9999-12-31
0003001368,FLCU01,2020-09-16,9999-12-31
0003001369,FLCU00,2015-06-02,9999-12-31
0003001369,FLCU01,2015-06-02,9999-12-31
0003001370,FLCU00,2020-11-20,9999-12-31
0003001370,FLCU01,2020-11-20,9999-12-31
0003001371,FLCU00,2018-01-26,9999-12-31
0003001371,FLCU01,2018-01-26,9999-12-31
0003001372,FLCU00,2026-09-04,9999-12-31
0003001372,FLCU01,2026-09-04,9999-12-31
0003001373,FLCU00,2024-01-21,9999-12-31
0003001373,FLCU01,2024-01-21,9999-12-31
0003001374,FLCU00,2020-10-25,9999-12-31
0003001374,FLCU01,2020-10-25,9999-12-31
0003001375,FLCU00,2012-10-18,9999-12-31
0003001375,FLCU01,2012-10-18,9999-12-31
0003001376,FLCU00,2020-04-26,9999-12-31
0003001376,FLCU01,2020-04-26,9999-12-31
0003001377,FLCU00,2021-06-13,9999-12-31
0003001377,FLCU01,2021-06-13,9999-12-31
0003001378,FLCU00,2026-12-11,9999-12-31
0003001378,FLCU01,2026-12-11,9999-12-31
0003001379,FLCU00,2022-10-23,9999-12-31
0003001379,FLCU01,2022-10-23,9999-12-31
0003001380,FLCU00,2014-06-13,9999-12-31
0003001380,FLCU01,2014-06-13,9999-12-31
0003001381,FLCU00,2020-05-02,9999-12-31
0003001381,FLCU01,2020-05-02,9999-12-31
0003001382,FLCU00,2018-07-25,9999-12-31
0003001382,FLCU01,2018-07-25,9999-12-31
0003001383,FLCU00,2019-08-03,9999-12-31
0003001383,FLCU01,2019-08-03,9999-12-31
0003001384,FLCU00,2014-02-21,9999-12-31
0003001384,FLCU01,2014-02-21,9999-12-31
0003001385,FLCU00,2024-09-26,9999-12-31
0003001385,FLCU01,2024-09-26,9999-12-31
0003001386,FLCU00,2020-04-19,9999-12-31
0003001386,FLCU01,2020-04-19,9999-12-31
0003001387,FLCU00,2020-11-01,9999-12-31
0003001387,FLCU01,2020-11-01,9999-12-31
0003001388,FLCU00,2018-03-19,9999-12-31
0003001388,FLCU01,2018-03-19,9999-12-31
0003001389,FLCU00,2025-08-03,9999-12-31
0003001389,FLCU01,2025-08-03,9999-12-31
0003001390,FLCU00,2025-04-28,9999-12-31
0003001390,FLCU01,2025-04-28,9999-12-31
0003001391,FLCU00,2022-09-07,9999-12-31
0003001391,FLCU01,2022-09-07,9999-12-31
0003001392,FLCU00,2010-11-05,9999-12-31
0003001392,FLCU01,2010-11-05,9999-12-31
0003001393,FLCU00,2014-07-12,9999-12-31
0003001393,FLCU01,2014-07-12,9999-12-31
0003001394,FLCU00,2025-10-04,9999-12-31
0003001394,FLCU01,2025-10-04,9999-12-31
0003001395,FLCU00,2026-07-02,9999-12-31
0003001395,FLCU01,2026-07-02,9999-12-31
0003001396,FLCU00,2024-08-04,9999-12-31
0003001396,FLCU01,2024-08-04,9999-12-31
0003001397,FLCU00,2019-10-20,9999-12-31
0003001397,FLCU01,2019-10-20,9999-12-31
0003001398,FLCU00,2016-07-03,9999-12-31
0003001398,FLCU01,2016-07-03,9999-12-31
0003001399,FLCU00,2010-12-11,9999-12-31
0003001399,FLCU01,2010-12-11,9999-12-31
0003001400,FLCU00,2015-06-18,9999-12-31
0003001400,FLCU01,2015-06-18,9999-12-31
0003001401,FLCU00,2015-06-25,9999-12-31
0003001401,FLCU01,2015-06-25,9999-12-31
0003001402,FLCU00,2023-02-01,9999-12-31
0003001402,FLCU01,2023-02-01,9999-12-31
0003001403,FLCU00,2024-11-28,9999-12-31
0003001403,FLCU01,2024-11-28,9999-12-31
0003001404,FLCU00,2012-01-21,9999-12-31
0003001404,FLCU01,2012-01-21,9999-12-31
0003001405,FLCU00,2011-10-02,9999-12-31
0003001405,FLCU01,2011-10-02,9999-12-31
0003001406,FLCU00,2016-07-15,9999-12-31
0003001406,FLCU01,2016-07-15,9999-12-31
0003001407,FLCU00,2024-03-28,9999-12-31
0003001407,FLCU01,2024-03-28,9999-12-31
0003001408,FLCU00,2022-07-07,9999-12-31
0003001408,FLCU01,2022-07-07,9999-12-31
0003001409,FLCU00,2024-12-13,9999-12-31
0003001409,FLCU01,2024-12-13,9999-12-31
0003001410,FLCU00,2024-05-15,9999-12-31
0003001410,FLCU01,2024-05-15,9999-12-31
0003001411,FLCU00,2013-06-21,9999-12-31
0003001411,FLCU01,2013-06-21,9999-12-31
0003001412,FLCU00,2025-04-13,9999-12-31
0003001412,FLCU01,2025-04-13,9999-12-31
0003001413,FLCU00,2025-02-17,9999-12-31
0003001413,FLCU01,2025-02-17,9999-12-31
0003001414,FLCU00,2020-07-27,9999-12-31
0003001414,FLCU01,2020-07-27,9999-12-31
0003001415,FLCU00,2025-07-07,9999-12-31
0003001415,FLCU01,2025-07-07,9999-12-31
0003001416,FLCU00,2026-03-03,9999-12-31
0003001416,FLCU01,2026-03-03,9999-12-31
0003001417,FLCU00,2015-03-03,9999-12-31
0003001417,FLCU01,2015-03-03,9999-12-31
0003001418,FLCU00,2024-05-22,9999-12-31
0003001418,FLCU01,2024-05-22,9999-12-31
0003001419,FLCU00,2019-12-14,9999-12-31
0003001419,FLCU01,2019-12-14,9999-12-31
0003001420,FLCU00,2013-09-20,9999-12-31
0003001420,FLCU01,2013-09-20,9999-12-31
0003001421,FLCU00,2025-06-08,9999-12-31
0003001421,FLCU01,2025-06-08,9999-12-31
0003001422,FLCU00,2016-05-03,9999-12-31
0003001422,FLCU01,2016-05-03,9999-12-31
0003001423,FLCU00,2026-06-28,9999-12-31
0003001423,FLCU01,2026-06-28,9999-12-31
0003001424,FLCU00,2016-12-21,9999-12-31
0003001424,FLCU01,2016-12-21,9999-12-31
0003001425,FLCU00,2012-03-23,9999-12-31
0003001425,FLCU01,2012-03-23,9999-12-31
0003001426,FLCU00,2020-04-21,9999-12-31
0003001426,FLCU01,2020-04-21,9999-12-31
0003001427,FLCU00,2019-01-09,9999-12-31
0003001427,FLCU01,2019-01-09,9999-12-31
0003001428,FLCU00,2011-06-03,9999-12-31
0003001428,FLCU01,2011-06-03,9999-12-31
0003001429,FLCU00,2019-08-12,9999-12-31
0003001429,FLCU01,2019-08-12,9999-12-31
0003001430,FLCU00,2020-01-19,9999-12-31
0003001430,FLCU01,2020-01-19,9999-12-31
0003001431,FLCU00,2016-09-24,9999-12-31
0003001431,FLCU01,2016-09-24,9999-12-31
0003001432,FLCU00,2018-05-11,9999-12-31
0003001432,FLCU01,2018-05-11,9999-12-31
0003001433,FLCU00,2012-05-10,9999-12-31
0003001433,FLCU01,2012-05-10,9999-12-31
0003001434,FLCU00,2015-03-21,9999-12-31
0003001434,FLCU01,2015-03-21,9999-12-31
0003001435,FLCU00,2015-07-11,9999-12-31
0003001435,FLCU01,2015-07-11,9999-12-31
0003001436,FLCU00,2021-06-12,9999-12-31
0003001436,FLCU01,2021-06-12,9999-12-31
0003001437,FLCU00,2024-11-04,9999-12-31
0003001437,FLCU01,2024-11-04,9999-12-31
0003001438,FLCU00,2013-07-16,9999-12-31
0003001438,FLCU01,2013-07-16,9999-12-31
0003001439,FLCU00,2018-09-16,9999-12-31
0003001439,FLCU01,2018-09-16,9999-12-31
0003001440,FLCU00,2024-02-26,9999-12-31
0003001440,FLCU01,2024-02-26,9999-12-31
0003001441,FLCU00,2012-05-26,9999-12-31
0003001441,FLCU01,2012-05-26,9999-12-31
0003001442,FLCU00,2017-01-13,9999-12-31
0003001442,FLCU01,2017-01-13,9999-12-31
0003001443,FLCU00,2022-09-03,9999-12-31
0003001443,FLCU01,2022-09-03,9999-12-31
0003001444,FLCU00,2018-03-05,9999-12-31
0003001444,FLCU01,2018-03-05,9999-12-31
0003001445,FLCU00,2011-04-13,9999-12-31
0003001445,FLCU01,2011-04-13,9999-12-31
0003001446,FLCU00,2016-06-01,9999-12-31
0003001446,FLCU01,2016-06-01,9999-12-31
0003001447,FLCU00,2017-06-12,9999-12-31
0003001447,FLCU01,2017-06-12,9999-12-31
0003001448,FLCU00,2019-07-21,9999-12-31
0003001448,FLCU01,2019-07-21,9999-12-31
0003001449,FLCU00,2017-02-09,9999-12-31
0003001449,FLCU01,2017-02-09,9999-12-31
0003001450,FLCU00,2018-06-27,9999-12-31
0003001450,FLCU01,2018-06-27,9999-12-31
0003001451,FLCU00,2022-10-22,9999-12-31
0003001451,FLCU01,2022-10-22,9999-12-31
0003001452,FLCU00,2015-01-20,9999-12-31
0003001452,FLCU01,2015-01-20,9999-12-31
0003001453,FLCU00,2016-06-04,9999-12-31
0003001453,FLCU01,2016-06-04,9999-12-31
0003001454,FLCU00,2019-06-28,9999-12-31
0003001454,FLCU01,2019-06-28,9999-12-31
0003001455,FLCU00,2013-05-11,9999-12-31
0003001455,FLCU01,2013-05-11,9999-12-31
0003001456,FLCU00,2011-11-11,9999-12-31
0003001456,FLCU01,2011-11-11,9999-12-31
0003001457,FLCU00,2020-02-28,9999-12-31
0003001457,FLCU01,2020-02-28,9999-12-31
0003001458,FLCU00,2016-02-16,9999-12-31
0003001458,FLCU01,2016-02-16,9999-12-31
0003001459,FLCU00,2014-02-08,9999-12-31
0003001459,FLCU01,2014-02-08,9999-12-31
0003001460,FLCU00,2013-01-08,9999-12-31
0003001460,FLCU01,2013-01-08,9999-12-31
0003001461,FLCU00,2012-09-08,9999-12-31
0003001461,FLCU01,2012-09-08,9999-12-31
0003001462,FLCU00,2014-12-24,9999-12-31
0003001462,FLCU01,2014-12-24,9999-12-31
0003001463,FLCU00,2019-12-05,9999-12-31
0003001463,FLCU01,2019-12-05,9999-12-31
0003001464,FLCU00,2025-12-08,9999-12-31
0003001464,FLCU01,2025-12-08,9999-12-31
0003001465,FLCU00,2013-01-20,9999-12-31
0003001465,FLCU01,2013-01-20,9999-12-31
0003001466,FLCU00,2016-05-27,9999-12-31
0003001466,FLCU01,2016-05-27,9999-12-31
0003001467,FLCU00,2011-10-16,9999-12-31
0003001467,FLCU01,2011-10-16,9999-12-31
0003001468,FLCU00,2013-12-07,9999-12-31
0003001468,FLCU01,2013-12-07,9999-12-31
0003001469,FLCU00,2024-11-20,9999-12-31
0003001469,FLCU01,2024-11-20,9999-12-31
0003001470,FLCU00,2024-06-11,9999-12-31
0003001470,FLCU01,2024-06-11,9999-12-31
0003001471,FLCU00,2016-10-11,9999-12-31
0003001471,FLCU01,2016-10-11,9999-12-31
0003001472,FLCU00,2024-02-01,9999-12-31
0003001472,FLCU01,2024-02-01,9999-12-31
0003001473,FLCU00,2012-02-12,9999-12-31
0003001473,FLCU01,2012-02-12,9999-12-31
0003001474,FLCU00,2026-04-02,9999-12-31
0003001474,FLCU01,2026-04-02,9999-12-31
0003001475,FLCU00,2015-01-08,9999-12-31
0003001475,FLCU01,2015-01-08,9999-12-31
0003001476,FLCU00,2013-12-16,9999-12-31
0003001476,FLCU01,2013-12-16,9999-12-31
0003001477,FLCU00,2014-08-08,9999-12-31
0003001477,FLCU01,2014-08-08,9999-12-31
0003001478,FLCU00,2026-07-25,9999-12-31
0003001478,FLCU01,2026-07-25,9999-12-31
0003001479,FLCU00,2020-07-01,9999-12-31
0003001479,FLCU01,2020-07-01,9999-12-31
0003001480,FLCU00,2014-03-21,9999-12-31
0003001480,FLCU01,2014-03-21,9999-12-31
0003001481,FLCU00,2013-11-04,9999-12-31
0003001481,FLCU01,2013-11-04,9999-12-31
0003001482,FLCU00,2016-04-23,9999-12-31
0003001482,FLCU01,2016-04-23,9999-12-31
0003001483,FLCU00,2018-10-13,9999-12-31
0003001483,FLCU01,2018-10-13,9999-12-31
0003001484,FLCU00,2013-11-15,9999-12-31
0003001484,FLCU01,2013-11-15,9999-12-31
0003001485,FLCU00,2015-03-26,9999-12-31
0003001485,FLCU01,2015-03-26,9999-12-31
0003001486,FLCU00,2012-02-28,9999-12-31
0003001486,FLCU01,2012-02-28,9999-12-31
0003001487,FLCU00,2012-09-28,9999-12-31
0003001487,FLCU01,2012-09-28,9999-12-31
0003001488,FLCU00,2026-02-13,9999-12-31
0003001488,FLCU01,2026-02-13,9999-12-31
0003001489,FLCU00,2016-12-18,9999-12-31
0003001489,FLCU01,2016-12-18,9999-12-31
0003001490,FLCU00,2017-04-28,9999-12-31
0003001490,FLCU01,2017-04-28,9999-12-31
0003001491,FLCU00,2016-03-08,9999-12-31
0003001491,FLCU01,2016-03-08,9999-12-31
0003001492,FLCU00,2017-05-11,9999-12-31
0003001492,FLCU01,2017-05-11,9999-12-31
0003001493,FLCU00,2013-12-17,9999-12-31
0003001493,FLCU01,2013-12-17,9999-12-31
0003001494,FLCU00,2014-12-12,9999-12-31
0003001494,FLCU01,2014-12-12,9999-12-31
0003001495,FLCU00,2010-07-14,9999-12-31
0003001495,FLCU01,2010-07-14,9999-12-31
0003001496,FLCU00,2019-09-06,9999-12-31
0003001496,FLCU01,2019-09-06,9999-12-31
0003001497,FLCU00,2016-03-26,9999-12-31
0003001497,FLCU01,2016-03-26,9999-12-31
0003001498,FLCU00,2011-08-14,9999-12-31
0003001498,FLCU01,2011-08-14,9999-12-31
0003001499,FLCU00,2013-04-18,9999-12-31
0003001499,FLCU01,2013-04-18,9999-12-31
0003001500,FLCU00,2025-07-02,9999-12-31
0003001500,FLCU01,2025-07-02,9999-12-31
0003001501,FLCU00,2015-11-17,9999-12-31
0003001501,FLCU01,2015-11-17,9999-12-31
0003001502,FLCU00,2019-09-17,9999-12-31
0003001502,FLCU01,2019-09-17,9999-12-31
0003001503,FLCU00,2010-09-03,9999-12-31
0003001503,FLCU01,2010-09-03,9999-12-31
0003001504,FLCU00,2014-01-17,9999-12-31
0003001504,FLCU01,2014-01-17,9999-12-31
0003001505,FLCU00,2015-08-09,9999-12-31
0003001505,FLCU01,2015-08-09,9999-12-31
0003001506,FLCU00,2022-03-05,9999-12-31
0003001506,FLCU01,2022-03-05,9999-12-31
0003001507,FLCU00,2010-09-09,9999-12-31
0003001507,FLCU01,2010-09-09,9999-12-31
0003001508,FLCU00,2014-07-20,9999-12-31
0003001508,FLCU01,2014-07-20,9999-12-31
0003001509,FLCU00,2017-02-17,9999-12-31
0003001509,FLCU01,2017-02-17,9999-12-31
0003001510,FLCU00,2013-06-22,9999-12-31
0003001510,FLCU01,2013-06-22,9999-12-31
0003001511,FLCU00,2024-08-23,9999-12-31
0003001511,FLCU01,2024-08-23,9999-12-31
0003001512,FLCU00,2017-01-24,9999-12-31
0003001512,FLCU01,2017-01-24,9999-12-31
0003001513,FLCU00,2017-04-04,9999-12-31
0003001513,FLCU01,2017-04-04,9999-12-31
0003001514,FLCU00,2016-11-27,9999-12-31
0003001514,FLCU01,2016-11-27,9999-12-31
0003001515,FLCU00,2015-10-18,9999-12-31
0003001515,FLCU01,2015-10-18,9999-12-31
0003001516,FLCU00,2023-03-19,9999-12-31
0003001516,FLCU01,2023-03-19,9999-12-31
0003001517,FLCU00,2018-03-20,9999-12-31
0003001517,FLCU01,2018-03-20,9999-12-31
0003001518,FLCU00,2010-04-19,9999-12-31
0003001518,FLCU01,2010-04-19,9999-12-31
0003001519,FLCU00,2022-08-28,9999-12-31
0003001519,FLCU01,2022-08-28,9999-12-31
0003001520,FLCU00,2019-09-22,9999-12-31
0003001520,FLCU01,2019-09-22,9999-12-31
0003001521,FLCU00,2013-05-03,9999-12-31
0003001521,FLCU01,2013-05-03,9999-12-31
0003001522,FLCU00,2011-03-23,9999-12-31
0003001522,FLCU01,2011-03-23,9999-12-31
0003001523,FLCU00,2010-04-02,9999-12-31
0003001523,FLCU01,2010-04-02,9999-12-31
0003001524,FLCU00,2018-11-11,9999-12-31
0003001524,FLCU01,2018-11-11,9999-12-31
0003001525,FLCU00,2026-07-12,9999-12-31
0003001525,FLCU01,2026-07-12,9999-12-31
0003001526,FLCU00,2022-09-01,9999-12-31
0003001526,FLCU01,2022-09-01,9999-12-31
0003001527,FLCU00,2023-08-14,9999-12-31
0003001527,FLCU01,2023-08-14,9999-12-31
0003001528,FLCU00,2022-09-25,9999-12-31
0003001528,FLCU01,2022-09-25,9999-12-31
0003001529,FLCU00,2010-02-01,9999-12-31
0003001529,FLCU01,2010-02-01,9999-12-31
0003001530,FLCU00,2019-08-15,9999-12-31
0003001530,FLCU01,2019-08-15,9999-12-31
0003001531,FLCU00,2016-11-01,9999-12-31
0003001531,FLCU01,2016-11-01,9999-12-31
0003001532,FLCU00,2011-12-17,9999-12-31
0003001532,FLCU01,2011-12-17,9999-12-31
0003001533,FLCU00,2015-10-27,9999-12-31
0003001533,FLCU01,2015-10-27,9999-12-31
0003001534,FLCU00,2015-02-14,9999-12-31
0003001534,FLCU01,2015-02-14,9999-12-31
0003001535,FLCU00,2010-09-02,9999-12-31
0003001535,FLCU01,2010-09-02,9999-12-31
0003001536,FLCU00,2018-01-06,9999-12-31
0003001536,FLCU01,2018-01-06,9999-12-31
0003001537,FLCU00,2010-04-27,9999-12-31
0003001537,FLCU01,2010-04-27,9999-12-31
0003001538,FLCU00,2021-01-08,9999-12-31
0003001538,FLCU01,2021-01-08,9999-12-31
0003001539,FLCU00,2025-07-17,9999-12-31
0003001539,FLCU01,2025-07-17,9999-12-31
0003001540,FLCU00,2021-11-26,9999-12-31
0003001540,FLCU01,2021-11-26,9999-12-31
0003001541,FLCU00,2010-05-12,9999-12-31
0003001541,FLCU01,2010-05-12,9999-12-31
0003001542,FLCU00,2018-06-12,9999-12-31
0003001542,FLCU01,2018-06-12,9999-12-31
0003001543,FLCU00,2018-05-16,9999-12-31
0003001543,FLCU01,2018-05-16,9999-12-31
0003001544,FLCU00,2010-04-01,9999-12-31
0003001544,FLCU01,2010-04-01,9999-12-31
0003001545,FLCU00,2020-09-18,9999-12-31
0003001545,FLCU01,2020-09-18,9999-12-31
0003001546,FLCU00,2010-12-28,9999-12-31
0003001546,FLCU01,2010-12-28,9999-12-31
0003001547,FLCU00,2020-08-02,9999-12-31
0003001547,FLCU01,2020-08-02,9999-12-31
0003001548,FLCU00,2021-10-23,9999-12-31
0003001548,FLCU01,2021-10-23,9999-12-31
0003001549,FLCU00,2020-04-08,9999-12-31
0003001549,FLCU01,2020-04-08,9999-12-31
0003001550,FLCU00,2020-02-25,9999-12-31
0003001550,FLCU01,2020-02-25,9999-12-31
0003001551,FLCU00,2013-02-05,9999-12-31
0003001551,FLCU01,2013-02-05,9999-12-31
0003001552,FLCU00,2021-03-19,9999-12-31
0003001552,FLCU01,2021-03-19,9999-12-31
0003001553,FLCU00,2024-08-12,9999-12-31
0003001553,FLCU01,2024-08-12,9999-12-31
0003001554,FLCU00,2019-11-11,9999-12-31
0003001554,FLCU01,2019-11-11,9999-12-31
0003001555,FLCU00,2015-10-23,9999-12-31
0003001555,FLCU01,2015-10-23,9999-12-31
0003001556,FLCU01,2025-12-04,9999-12-31
0003001557,FLCU00,2018-01-05,9999-12-31
0003001557,FLCU01,2018-01-05,9999-12-31
0003001558,FLCU00,2012-04-03,9999-12-31
0003001558,FLCU01,2012-04-03,9999-12-31
0003001559,FLCU00,2024-04-08,9999-12-31
0003001559,FLCU01,2024-04-08,9999-12-31
0003001560,FLCU00,2020-09-04,9999-12-31
0003001560,FLCU01,2020-09-04,9999-12-31
0003001561,FLCU00,2022-02-04,9999-12-31
0003001561,FLCU01,2022-02-04,9999-12-31
0003001562,FLCU00,2015-03-16,9999-12-31
0003001562,FLCU01,2015-03-16,9999-12-31
0003001563,FLCU00,2021-07-12,9999-12-31
0003001563,FLCU01,2021-07-12,9999-12-31
0003001564,FLCU00,2013-04-07,9999-12-31
0003001564,FLCU01,2013-04-07,9999-12-31
0003001565,FLCU00,2021-12-06,9999-12-31
0003001565,FLCU01,2021-12-06,9999-12-31
0003001566,FLCU00,2013-11-09,9999-12-31
0003001566,FLCU01,2013-11-09,9999-12-31
0003001567,FLCU00,2021-02-25,9999-12-31
0003001567,FLCU01,2021-02-25,9999-12-31
0003001568,FLCU00,2014-07-07,9999-12-31
0003001568,FLCU01,2014-07-07,9999-12-31
0003001569,FLCU00,2020-01-03,9999-12-31
0003001569,FLCU01,2020-01-03,9999-12-31
0003001570,FLCU00,2016-11-02,9999-12-31
0003001570,FLCU01,2016-11-02,9999-12-31
0003001571,FLCU00,2021-09-08,9999-12-31
0003001571,FLCU01,2021-09-08,9999-12-31
0003001572,FLCU00,2012-11-16,9999-12-31
0003001572,FLCU01,2012-11-16,9999-12-31
0003001573,FLCU00,2013-11-25,9999-12-31
0003001573,FLCU01,2013-11-25,9999-12-31
0003001574,FLCU00,2018-10-04,9999-12-31
0003001574,FLCU01,2018-10-04,9999-12-31
0003001575,FLCU00,2014-08-13,9999-12-31
0003001575,FLCU01,2014-08-13,9999-12-31
0003001576,FLCU00,2018-12-01,9999-12-31
0003001576,FLCU01,2018-12-01,9999-12-31
0003001577,FLCU00,2025-01-13,9999-12-31
0003001577,FLCU01,2025-01-13,9999-12-31
0003001578,FLCU00,2023-06-24,9999-12-31
0003001578,FLCU01,2023-06-24,9999-12-31
0003001579,FLCU00,2012-12-09,9999-12-31
0003001579,FLCU01,2012-12-09,9999-12-31
0003001580,FLCU00,2022-04-16,9999-12-31
0003001580,FLCU01,2022-04-16,9999-12-31
0003001581,FLCU00,2026-03-18,9999-12-31
0003001581,FLCU01,2026-03-18,9999-12-31
0003001582,FLCU00,2013-05-15,9999-12-31
0003001582,FLCU01,2013-05-15,9999-12-31
0003001583,FLCU00,2022-02-13,9999-12-31
0003001583,FLCU01,2022-02-13,9999-12-31
0003001584,FLCU00,2013-03-18,9999-12-31
0003001584,FLCU01,2013-03-18,9999-12-31
0003001585,FLCU00,2018-08-05,9999-12-31
0003001585,FLCU01,2018-08-05,9999-12-31
0003001586,FLCU00,2010-03-11,9999-12-31
0003001586,FLCU01,2010-03-11,9999-12-31
0003001587,FLCU00,2010-10-18,9999-12-31
0003001587,FLCU01,2010-10-18,9999-12-31
0003001588,FLCU00,2013-10-13,9999-12-31
0003001588,FLCU01,2013-10-13,9999-12-31
0003001589,FLCU00,2024-04-25,9999-12-31
0003001589,FLCU01,2024-04-25,9999-12-31
0003001590,FLCU00,2014-09-01,9999-12-31
0003001590,FLCU01,2014-09-01,9999-12-31
0003001591,FLCU00,2023-02-20,9999-12-31
0003001591,FLCU01,2023-02-20,9999-12-31
0003001592,FLCU00,2020-07-28,9999-12-31
0003001592,FLCU01,2020-07-28,9999-12-31
0003001593,FLCU00,2014-05-13,9999-12-31
0003001593,FLCU01,2014-05-13,9999-12-31
0003001594,FLCU00,2012-06-06,9999-12-31
0003001594,FLCU01,2012-06-06,9999-12-31
0003001595,FLCU00,2016-05-24,9999-12-31
0003001595,FLCU01,2016-05-24,9999-12-31
0003001596,FLCU00,2021-04-19,9999-12-31
0003001596,FLCU01,2021-04-19,9999-12-31
0003001597,FLCU00,2014-10-09,9999-12-31
0003001597,FLCU01,2014-10-09,9999-12-31
0003001598,FLCU00,2012-10-06,9999-12-31
0003001598,FLCU01,2012-10-06,9999-12-31
0003001599,FLCU00,2011-10-23,9999-12-31
0003001599,FLCU01,2011-10-23,9999-12-31
0003001600,FLCU00,2014-11-01,9999-12-31
0003001600,FLCU01,2014-11-01,9999-12-31
0003001601,FLCU00,2013-11-25,9999-12-31
0003001601,FLCU01,2013-11-25,9999-12-31
0003001602,FLCU00,2023-06-06,9999-12-31
0003001602,FLCU01,2023-06-06,9999-12-31
0003001603,FLCU00,2021-07-06,9999-12-31
0003001603,FLCU01,2021-07-06,9999-12-31
0003001604,FLCU00,2017-04-06,9999-12-31
0003001604,FLCU01,2017-04-06,9999-12-31
0003001605,FLCU00,2025-07-22,9999-12-31
0003001605,FLCU01,2025-07-22,9999-12-31
0003001606,FLCU00,2021-06-01,9999-12-31
0003001606,FLCU01,2021-06-01,9999-12-31
0003001607,FLCU00,2022-05-09,9999-12-31
0003001607,FLCU01,2022-05-09,9999-12-31
0003001608,FLCU00,2020-08-27,9999-12-31
0003001608,FLCU01,2020-08-27,9999-12-31
0003001609,FLCU00,2025-12-18,9999-12-31
0003001609,FLCU01,2025-12-18,9999-12-31
0003001610,FLCU00,2015-11-10,9999-12-31
0003001610,FLCU01,2015-11-10,9999-12-31
0003001611,FLCU00,2011-07-08,9999-12-31
0003001611,FLCU01,2011-07-08,9999-12-31
0003001612,FLCU00,2017-09-25,9999-12-31
0003001612,FLCU01,2017-09-25,9999-12-31
0003001613,FLCU00,2011-07-11,9999-12-31
0003001613,FLCU01,2011-07-11,9999-12-31
0003001614,FLCU00,2016-12-28,9999-12-31
0003001614,FLCU01,2016-12-28,9999-12-31
0003001615,FLCU00,2022-12-20,9999-12-31
0003001615,FLCU01,2022-12-20,9999-12-31
0003001616,FLCU00,2017-03-13,9999-12-31
0003001616,FLCU01,2017-03-13,9999-12-31
0003001617,FLCU00,2011-02-19,9999-12-31
0003001617,FLCU01,2011-02-19,9999-12-31
0003001618,FLCU00,2010-11-19,9999-12-31
0003001618,FLCU01,2010-11-19,9999-12-31
0003001619,FLCU00,2026-10-26,9999-12-31
0003001619,FLCU01,2026-10-26,9999-12-31
0003001620,FLCU00,2016-02-11,9999-12-31
0003001620,FLCU01,2016-02-11,9999-12-31
0003001621,FLCU00,2018-04-04,9999-12-31
0003001621,FLCU01,2018-04-04,9999-12-31
0003001622,FLCU00,2017-03-05,9999-12-31
0003001622,FLCU01,2017-03-05,9999-12-31
0003001623,FLCU00,2018-01-22,9999-12-31
0003001623,FLCU01,2018-01-22,9999-12-31
0003001624,FLCU00,2011-03-27,9999-12-31
0003001624,FLCU01,2011-03-27,9999-12-31
0003001625,FLCU00,2014-05-20,9999-12-31
0003001625,FLCU01,2014-05-20,9999-12-31
0003001626,FLCU00,2016-11-25,9999-12-31
0003001626,FLCU01,2016-11-25,9999-12-31
