ADDRNUMBER,NAME1,STREET,HOUSE_NUM1,CITY1,POST_CODE1,COUNTRY,REGION,TEL_NUMBER,SMTP_ADDR
0000500623,Westbrook Furniture PLC,200 High,Street,Leeds,LS11 5XZ,GB,,+44 113 613 0695,purchasing@westbrook-furniture.co.uk
0000500624,Sikora Sp. z o.o.,ul. Przemysłowa,20,Gdańsk,80-6,PL,,+48 42 365 2991,contact@sikora.pl
0000500625,Oakridge Ltd,"Unit 42, Kingsway Business",Park,Leeds,LS1 9HR,GB,,+44 141 628 6797,admin@oakridge.co.uk
0000500626,Zawadzki Tekstylia Sp. z o.o.,ul. Przemysłowa,236,Kraków,30-833,PL,,+48 71 685 3872,accounts@zawadzki-tekstylia.pl
0000500627,Escaut Cosmétiques SAS,90 Boulevard,Gambetta,Marseille,13032,FR,,+33 1 5432 8311,escaut-cosmetiques.fr
0000500628,Rochefort Alimentaire SARL,"ZI Nord, Lot",174,Lyon,69001,FR,,+33 3 4464 4478,
0000500629,Ravenscroft Ltd,"Unit 53, Riverside Industrial",Estate,Birmingham,B1 4FT,GB,,+44 117 580 4579,ap@ravenscroft.co.uk
0000500630,Kingsmere Distribution PLC,215 Station,Road,London,N1 8XG,GB,,+44 121 709 3701,contact@kingsmere-distribution.co.uk
0000500631,Oostergo & Zandvliet B.V.,Handelskade,223,Utrecht,3531 SF,NL,,+31 77 234 2766,oostergo-zandvliet.nl
0000500632,Crestwood Shopfitting Ltd,175 Station,Road,London,SE1 1UW,GB,,+44 121 875 7651,ap@crestwood-shopfitting.co.uk
0000500633,Vamly SAS,68 Boulevard,Gambetta,Marseille,13038,FR,,,comptabilite@valmy.fr
0000500634,Sophie Deverill LLC,145 Commerce,Drive,Los Angeles,90003,US,,+1 213 555 6070,accounts@sophie-deverill.com
0000500635,Haverkamp B.V.,Handelskade,66,Venlo,5973 IM,NL,,+31 77 916 4443,purchasing@haverkamp-b.nl
0000500636,Oostergo Winkelinrichting B.V.,Ondernemersweg,203,Venlo,5959 UE,NL,,+31 10 372 8560,accounts@oostergo-winkelinrichting.nl
0000500637,"Ningbo Hongsheng Packaging Co., Ltd",No. 196 Hongqiao,Road,Ningbo,315065,CN,,+86 571 657 9911,ap@ningbo-hongsheng.com.cn
0000500638,"Guangzhou Kaiyuan Industrial Co., Ltd.",No. 149 Zhenhai Industrial,Zone,Guangzhou,510020,CN,,+86 571 471 9849,contact@guangzhou-kaiyuan.com.cn
0000500639,Bhagwati-Arunodaya Garments Ltd,239 Avinashi,Road,Chennai,600060,IN,,+91 79 7554 9217,ap@bhagwati-arunodaya.in
0000500640,"Qingdao Longxin Electronics Co., Ltd",No. 74 Zhenhai Industrial,Zone,Qingdao,266008,CN,,,orders@qingdao-longxin.com.cn
0000500641,Bhagwati Industries & Partner Pvt Ltd,"Plot No. 203, Sector 8,",IMT,Tiruppur,641613,IN,,+91 44 2768 3223,office@bhagwati-industries.in
0000500642,Kingsmere-Underhill Packaging Ltd.,"Unit 62, Trafford",Park,Nottingham,NG7 7GA,GB,,+44 141 681 0284,billing@kingsmere-underhill.co.uk
0000500643,Harlow Ltd,"Unit 178, Trafford",Park,Nottingham,NG1 5ST,GB,,+44 141 724 9908,orders@harlow.co.uk
0000500644,Arunodaya Enterprises Pvt Ltd,"Plot 197, MIDC Industrial",Area,Mumbai,400005,IN,,+91 161 222 7064,sales@arunodaya-enterprises.in
0000500645,Herrera Embalajes S.L.,Calle Mayor,177,Zaragoza,50040,ES,,+34 91 915 6899,billing@herrera-embalajes.es
0000500646,"GUANGZHOU WEILONG PLASTICS CO., LTD.","BLOCK 99, LONGGANG",DISTRICT,Guangzhou,510013,CN,,+86 769 977 7759,purchasing@guangzhou-weilong-95.com.cn
0000500647,Shonar & Bengal Ltd.,"Plot 20, DEPZ,",Savar,Gazipur,1722,BD,,+880 2 3498 8689,purchasing@shonar-bengal.com.bd
0000500648,Rivas Impresión S.L.,Avenida de la Constitución,20,Barcelona,08007,ES,,+34 93 920 4678,contact@rivas-impresion.es
0000500649,Oakridge & Stanmore Co.,11 Main,Street,Los Angeles,7140X,US,,+1 206 555 3865,purchasing@oakridge-stanmore.com
0000500650,Kamdhenu Ltd,"Plot No. 64, Sector 8,",IMT,Mumbai,400061,UAE,,+91 11 5906 2884,export@kamdhenu.in
0000500651,Sancerre Cosmétiques & Partner SARL,105 Rue du,Commerce,Toulouse,31039,FR,,+33 1 5283 5222,facturation@sancerre-cosmetiques.fr
0000500652,Pembroke Textiles Limited,224 Victoria,Road,Nottingham,NG7 8RZ,GB,,+44 115 987 0860,orders@pembroke-textiles.co.uk
0000500653,"Guangzhou Fuhua Garment Co., Ltd.",No. 120 Zhenhai Industrial,Zone,Guangzhou,510018,CN,,+86 755 603 2133,p.novak@guangzhou-fuhua.com.cn
0000500654,Jiménez Comercial S.L.,"Polígono Industrial Sur, Nave",97,Zaragoza,50006,ES,,+34 95 885 9584,orders@jimenez-comercial.es
0000500655,HAUTEFORT DISTRIBUTION SAS,92 RUE DU,COMMERCE,Lyon,69003,FR,,+33 3 6447 1401,comptabilite@hautefort-distribution.fr
0000500656,Brambleton-Kirkstall Packaging Limited,172 High,Street,Nottingham,NG7 6FA,GB,,+44 161 536 4361,office@brambleton-kirkstall.co.uk
0000500657,Yardley Furniture & Partner Ltd,16 Station,Road,Bristol,BS1 5XL,GB,,+44 121 857 7298,orders@yardley-furniture.co.uk
0000500658,Sázava Potraviny & Partner s.r.o.,Průmyslová,89,Ostrava,702 21,CZ,,+420 2 3206 3764,
0000500659,Pembroke Systems & Partner Inc.,135 Main,Street,Atlanta,30325,US,,+1 206 555 9592,export@pembroke-systems.com
0000500660,Vermeer Voeding B.V.,Ondernemersweg,74,Utrecht,3584 WP,NL,,+31 30 287 4940,office@vermeer-voeding.nl
0000500661,Valmy Alimentaire SAS,212 Rue de,l'Industrie,Lyon,69016,FR,,+33 1 4646 7743,commercial@valmy-alimentaire.fr
0000500662,Aubry Boissons S.A.,202 Boulevard,Gambetta,Toulouse,31000,FR,,+33 1 2684 2087,contact@aubry-boissons.fr
0000500663,Jelínek & Brnenská s.r.o.,Nádražní,89,Praha,110 04,CZ,,+420 5 5983 3719,export@jelinek-brnenska.cz
0000500664,Ortolani Sistemi & Partner S.p.A.,Viale della Repubblica,152,Firenze,50158,IT,,+39 055 8092 0669,export@ortolani-sistemi.it
0000500665,Ricciardi Distribuzione S.p.A.,Via Industriale,153,Bologna,40128,IT,,+39 011 4085 3693,info@ricciardi-distribuzione.it
0000500666,Thomas Blackwell Ltd,"Unit 20, Kingsway Business",Park,Leeds,LS11 6TE,GB,,+44 141 912 6209,export@thomas-blackwell.co.uk
0000500667,Navarra Imballaggi S.r.l.,Via Industriale,56,Bologna,00000,IT,,+39 02 5188 78432,contact@navarra-imballaggi.it
0000500668,Northgate Facilities LLC,49 Airport,Road,Columbus,43228,US,,+1 404 555 8259,purchasing@northgate-facilities.com
0000500669,Clara Stanmore Co.,86 Commerce,Drive,Columbus,43236,US,,+1 404 555 4391,orders@clara-stanmore.com
0000500670,Kirkstall Electronics Inc.,145 Industrial,Parkway,Dallas,75225,US,,+1 973 555 5498,purchasing@kirkstall-electronics.com
0000500671,Beauregard Alimentaire SARL,,,Bordeaux,33035,FR,,+33 5 4605 0344,contact@beauregard-alimentaire.fr
0000500672,"Shanghai Longxin Hardware & Partner Co., Ltd",No. 187 Hongqiao,Road,Shanghai,200205,CN,,tbd,
0000500673,Brambleton Inc.,221 Lakeview,Boulevard,Columbus,43208,US,,+1 214 555 0762,orders@brambleton.com
0000500674,Peter Westbrook Corp.,23 Main,Street,Columbus,43219,US,,+1 312 555 0753,ap@peter-westbrook.com.
0000500675,Underhill Cosmetics PLC,"Unit 138, Trafford",Park,Birmingham,B1 0NQ,GB,,+44 20 6486 5415,accounts@underhill-cosmetics.co.uk
0000500676,Lebrun & Perrault SASU,31 Boulevard,Gambetta,Bordeaux,33036,XX,,+33 2 3244 1696,contact@lebrun-perrault.fr
0000500677,Dalgren-Forsberg Inredning AB,Fabriksgatan,183,Stockholm,111 13,SE,,+46 31 965 7698,purchasing@dalgren-forsberg.se
0000500678,Kovář Nábytek a.s.,Tovární,9,Brno,602 94,CZ,,+420 5 2191 8293,accounts@kovar-nabytek.cz
0000500679,Fontaine & Mirabeau SAS,113 Boulevard,Gambetta,Paris,75008,FR,,+33 2 3823 7574,commercial@fontaine-mirabeau.fr
0000500680,Toscani-Ortolani Distribuzione S.p.A.,Via Roma,207,Torino,10148,IT,,+39 051 6900 6563,sales@toscani-ortolani.it
0000500681,Guzmán S.L.,Avenida de la Constitución,26,Valencia,46038,ES,,+34 96 582 2941,orders@guzman-s.es
0000500682,Lakshmi & Rajhans Pvt Ltd,"226/A Andheri East,",Marol,,400003,IN,,+91 44 7167 9580,export@lakshmi-rajhans.in
0000500683,GRANVILLE-KIRKSTALL SERVICES LTD,225 MILL,LANE,Glasgow,32020,GB,,+44 121 807 3674,
0000500684,Jamuna Apparels Ltd.,183 Agrabad,C/A,Gazipur,1726,BD,,+880 2 3802 8464,contact@jamuna-apparels.com.bd
0000500685,  Harlow  Furniture Inc. ,154 Lakeview,Boulevard,Newark,07104,US,,+1 614 555 3668,finance@harlow-furniture.com
0000500686,Rijnmond Diensten & Partner B.V.,Ondernemersweg,103,Amsterdam,1057 PM,NL,,+31 77 585 1313,
0000500687,Wassenaar N.V.,Handelskade,175,Venlo,5978 ED,NL,,+31 10 759 7244,
0000500688,XXX,Sanayi Caddesi,No:56,İzmir,35228,TR,,+90 312 419 3442,ap@cukurova-izmir.com.tr
0000500689,Northgate Packaging Ltd,184 Mill,Lane,Glasgow,G51 3RF,GB,,+44 113 808 7644,finance@northgate-packaging.co.uk
0000500690,"Xiamen Ruiyang Packaging Co., Ltd.",No. 203 Zhenhai Industrial,Zone,Xiamen,361070,CN,,+86 755 604 9942,finance@xiamen-ruiyang.com.cn
0000500691,Ashford Supplies Corp.,137 Lakeview,Boulevard,Chicago,60629,US,,+1 213 555 6755,info@ashford-supplies.com
0000500692,Alvarado Comercial S.A.,Calle Industria,101,Zaragoza,50036,ES,,,admin@alvarado-comercial.es
0000500693,Quintana Impresión S.A.,"Carretera de Valencia, km",203,Barcelona,08023,ES,,,admin@quintana-impresion.es
0000500694,Foxton-Deverill Facilities Limited,102 High,Street,London,SE1 5DU,GB,,+44 117 905 1521,info@foxton-deverill.co.uk
0000500695,Peralta Comercial S.L.,"Carretera de Valencia, km",144,Valencia,46007,ES,,+34 91 927 7655,sales@peralta-comercial.es
0000500696,HERRERA & GUZMAN S.L.,AVENIDA DE LA CONSTITUCION,161,Barcelona,08013,ES,,+34 96 873 1942,admin@herrera-guzman.es
0000500697,Toros Endüstri Ltd. Şti.,Sanayi Caddesi,No:107,Bursa,16159,TR,,+90 312 653 8033,finance@toros-endustri.com.tr
0000500698,DUMMY,201 Station,Road,Birmingham,B7 8BY,GB,,+44 115 236 9994,orders@blackwell-print.co.uk
0000500699,Gaudin Distribution SASU,185 Boulevard,Gambetta,Bordeaux,33024,FR,,+33 3 5361 0876,achats@gaudin-distribution.fr
0000500700,Noiret & Fontaine SARL,"ZI Nord, Lot",85,Lyon,69008,FR,,+33 1 6155 8040,facturation@noiret-fontaine.fr
0000500701,Longacre-Quarrymill Facilities LLC,-,,Newark,07113,US,,+1 614 555 0592,sales@longacre-quarrymill.com
0000500702,Domański-Ostrowski Logistyka S.A.,al. Jerozolimskie,167,Kraków,30-888,PL,,+48 58 931 4613,billing@domanski-ostrowski.pl
0000500703,Larkfield Furniture Inc.,,,Los Angeles,90011,US,,+1 213 555 1426,contact@larkfield-furniture.com
0000500704,Underhill Textiles PLC,56 Station,Road,Nottingham,NG1 4ZS,GB,,+44 161 714 2935,export@underhill-textiles.co.uk
0000500705,Pembroke & Ellsworth Corp.,159 Enterprise,Court,Chicago,60610,US,,,sales@pembroke-ellsworth.com
0000500706,Ashulia-Shonar Apparels Ltd.,202 Tejgaon Industrial,Area,Narayanganj,1423,BD,,+880 31 655 0345,billing@ashulia-shonar.com.bd
0000500707,MARMARA LOJISTIK & PARTNER A.S.,SANAYI CADDESI,NO:234,Ankara,06015,TR,,1234,sales@marmara-lojistik.com.tr
0000500708,Sophie Ashford Ltd,181 Station,Road,Glasgow,,GB,,+44 117 482 1004,accounts@sophie-ashford.co.uk
0000500709,Bragança Mobiliário S.A.,"Zona Industrial, Lote",38,Porto,4000-673,PT,,+351 253 761089,office@braganca-mobiliario.pt
0000500710,Meghna Ltd.,89 Tejgaon Industrial,Area,Dhaka,1207,BD,,+880 2 3413 6600,export@meghna.com.bd
0000500711,Aubry-Montclair Csométiques SASU,111 Chemin des,Vignes,Lille,59037,FR,,+33 2 8153 8353,comptabilite@aubry-montclair.fr
0000500712,"Xiamen Baolong Toys Co., Ltd",No. 238 Zhenhai Industrial,Zone,Xiamen,361034,CN,,+86 592 260 5396,office@xiamen-baolong-75.com.cn
0000500713,Nowicki-Ostrowski Technologie S.A.,ul. Handlowa,151,Łódź,90-4,PL,,+48 12 959 9119,
0000500714,Rupali Accessories & Partner Ltd. - Werk 1,"House 139, Road 7,",Banani,Dhaka,1214,BD,,+880 31 636 3564,billing@rupali-accessories.com.bd
0000500715,"  Ningbo  Tianhe Hardware Co., Ltd. ",No. 111 Zhenhai Industrial,Zone,Ningbo,315113,CN,,+86 592 414 1593,sales@ningbo-tianhe.com.cn
0000500716,Bartosz-Nowicki Serwis S.A.,ul. Handlowa,151,Łódź,90-450,PL,,+48 12 984 7050,contact@bartosz-nowicki.pl
0000500717,Doubrava Nábytek s.r.o.,Průmyslová,199,Praha,110 87,CZ,,+420 2 9164 0845,contact@doubrava-nabytek.cz
0000500718,Hollingwood & Fairhaven Ltd,,,Bristol,BS2 3GB,GB,,+44 121 709 7368,admin@hollingwood-fairhaven.co.uk
0000500719,Orhanlı & Karadeniz Ltd. Şti.,Sanayi Caddesi,No:180,Bursa,16153,TR,,+90 258 992 8205,office@orhanlı-karadeniz.com.tr
0000500720,Northgate Foods Ltd,54 Mill,Lane,Bristol,BS1 6WY,GB,,+44 117 445 6287,info@northgate-foods.co.uk
0000500721,Chanterelle Alimentaire SARL,226 Rue de,l'Industrie,Lille,59007,FR,,+33 2 9436 4921,
0000500722,Westbrook Limited,102 Station,Road,Leeds,LS11 6PG,GB,,+44 115 425 8872,ap@westbrook.co.uk
0000500723,Crestwood & Longacre Ltd.,144 Mill,Lane,Birmingham,B7 0EJ,GB,,+44 161 862 4081,contact@crestwood-longacre.co.uk
0000500724,Moravia Logistika s.r.o.,Průmyslová,40,Praha,110 88,CZ,,+420 5 7493 2257,finance@moravia-logistika.cz
0000500725,Izmir Lojistik A.Ş.,Sanayi Caddesi,No:240,Ankara,06035,TR,,+90 232 840 9924,office@izmir-lojistik.com.tr
0000500726,"Ningbo Zhenxing & Ruiyang Industrial Co., Ltd.","Block 224, Longgang",District,Ningbo,315070,CN,,+86 20 9840 3491,y.chen@ningbo-zhenxing.com.cn
0000500727,FiruzkÃ¶y & Uludağ A.Åž.,Sanayi Caddesi,No:206,Denizli,20051,TR,,+90 212 460 1717,contact@firuzkoy-uludag.com.tr
0000500728,Kim Son & Viet Thang JSC,108 Nguyen Van Linh,Street,Ho Chi Minh City,700878,VN,,+84 24 7774 5695,export@kim-son-64.com.vn
0000500729,Sakarya & Izmir Ltd. Şti.,Sanayi Caddesi,No:136,Denizli,20020,TR,,+90 224 805 1048,orders@sakarya-izmir.com.tr
0000500730,Eastgate Beverages Ltd,"Unit 169, Riverside Industrial",Estate,Manchester,M17 9RP,GB,,+44 161 658 9820,finance@eastgate-beverages.co.uk
0000500731,Pembroke-Eastgate Cosmetics Co.,235 Enterprise,Court,Atlanta,30357,US,,+1 214 555 3645,orders@pembroke-eastgate.com
0000500732,PRATESI & RICCIARDI S.P.A.,VIA ROMA,124,Milano,20133,IT,,+39 081 4965 7150,finance@pratesi-ricciardi.it
0000500733,CASTANO-LORENTE TE ^ Holdings,CALLE MAYOR,173,Barcelona,08031,ES,,+34 95 527 8154,export@castano-lorente.es
0000500734,Barcelo Tecnologías S.L.,Calle Mayor,160,Sevilla,41040,ES,,+34 95 200 8410,export@barcelo-tecnologias.es
0000500735,"Hangzhou Yuxin-Huayang Hardware Industrial Co., Ltd.","Block 13, Longgang",District,Hangzhou,310010,CN,,+86 574 820 8823,contact@hangzhou-yuxin.com.cn
0000500736,Trimurti Textiles Pvt Ltd,"Plot No. 32, Sector 8,",IMT,Ahmedabad,380001,EU,,+91 80 2747 0504,accounts@trimurti-textiles.in
0000500737,Yıldız Deri AS,"227. Sokak,",Merter,İstanbul,34052,TR,,+90 312 761 0316,contact@yıldız-deri.com.tr
0000500738,Clara Granville Ltd.,198 Albion,Way,Bristol,BS1 9GF,GB,,+44 117 285 2577,info@clara-granville.co.uk
0000500739,Jabłoński Sp. z o.o.,ul. Kolejowa,115,Kraków,30-495,PL,,+48 42 468 2041,sales@jabłonski.pl
0000500740,,Industrieweg,15,Venlo,5944 UY,NL,,+31 77 323 5359,
0000500741,Uludağ Konfeksiyon & Partner A.Ş.,Sanayi Caddesi,No:174,Ankara,06035,TR,,+90 232 436 4217,office@uludag-konfeksiyon.com.tr
0000500742,Quarrymill PLC,202 Station,Road,Manchester,M4 2LF,GB,,+44 117 386 6718,billing@quarrymill.co.uk
0000500743,Salvatori Logistica S.r.l.,Via del Commercio,41,Firenze,50151,IT,,+39 06 5441 26335,export@salvatori-logistica.it
0000500744,Devansh Garments Private Limited,"SIDCO Industrial Estate, Unit",146,Bengaluru,560012,IN,,+91 161 401 3314,sales@devansh-garments.in
0000500745,Rajhans Enterprises & Partner Ltd,5 Avinashi,Road,Mumbai,4000,IN,,+91 79 7732 4096,contact@rajhans-enterprises.in
0000500746,Westbrook Textiles Ltd,"Unit 120, Riverside Industrial",Estate,Birmingham,B1 3LJ,GB,,+44 161 219 1964,orders@westbrook-textiles.co.uk
0000500747,Bhagwati Leathers & Partner Ltd,"171/A Andheri East,",Marol,Mumbai,400030,IN,,+91 11 9220 6341,billing@bhagwati-leathers.in
0000500748,Underhill Facilities & Partner Inc.,146 Industrial,Parkway,Dallas,75219,US,,+1 312 555 1815,orders@underhill-facilities.com
0000500749,Valmy SAS,"ZI Nord, Lot",41,Marseille,13038,FR,,+33 1 2021 4767,marseille@valmy.fr
0000500750,"Ningbo Haiyu Import & Export & Partner Co., Ltd.",No. 177 Hongqiao,Road,Ningbo,315050,CN,,+86 20 3747 9411,billing@ningbo-haiyu.com.cn
0000500751,Fontaine Technologies SARL,42 Avenue de la,République,Marseille,13034,FR,,+33 5 7553 5551,contact@fontaine-technologies.fr
0000500752,"Dai Viet-Tan Thanh Industries Co., Ltd","Lot C124, Tan Binh Industrial",Park,Da Nang,550851,VN,,,dai-viet.dai-viet.com.vn
0000500753,Lewandowski Technologie Sp. z o.o.,ul. Handlowa,12,,90-140,PL,,,accounts@lewandowski-technologie.pl
0000500754,Ourcq Boissons SARL,165 Chemin des,Vignes,Lyon,69038,FR,,+33 3 8690 8761,achats@ourcq-boissons.fr
0000500755,Vermeer Textiel B.V.,Industrieweg,105,Venlo,5911 KX,NL,,+31 20 556 7403,export@vermeer-textiel.nl
0000500756,Jansen Voeding & Partner B.V.,Ondernemersweg,78,Rotterdam,3082 ON,NL,,+31 40 591 4915,purchasing@jansen-voeding.nl
0000500757,Thornbury Ltd,"Unit 192, Trafford",Park,Manchester,M1 7TL,GB,,+44 113 557 2848,finance@thornbury.co.uk
0000500758,Yardley Ltd,156 Victoria,Road,Bristol,BS1 9GW,GB,,+44 20 6545 0789,admin@yardley.co.uk
0000500759,Bragança & Leiria Lda.,Avenida da Liberdade,56,Lisboa,1000-785,PT,,+351 22 775 4623,office@braganca-leiria.pt
0000500760,Navarra S.r.l.,Via Roma,53,Bologna,,IT,,+39 055 4465 4117,admin@navarra-s.it
0000500761,Vermeer & Van Dijken (Stockholm Branch,Havenstraat,38,Utrecht,3566 NT,NL,,+31 30 524 3740,orders@vermeer-van.nl
0000500762,Peralta-Fuentes Sistemas S.L.,"Carretera de Valencia, km",167,Valencia,46029,ES,,+34 976 469634,accounts@peralta-fuentes.es
0000500763,Longacre Textiles Ltd,"Unit 127, Riverside Industrial",Estate,Leeds,LS11 6BD,GB,,+44 115 213 5094,office@longacre-textiles.co.uk
0000500764,Quarrymill & Brambleton PLC,63 Mill,Lane,Leeds,LS11 6PH,GB,,+44 115 946 7698,billing@quarrymill-brambleton.co.uk
0000500765,Fontaine SASU,200 Chemin des,Vignes,Bordeaux,33026,FR,,+33 3 8058 6289,n/a
0000500766,Meridian Furniture Corp.,6 Airport,Road,Atlanta,2065B,US,,+1 614 555 4483,export@meridian-furniture.com
0000500767,"Ningbo Hongsheng-Jiade Industrial Co., Ltd.",No. 139 Zhenhai Industrial,Zone,Ningbo,315096,CN,,+86 755 467 3632,
0000500768,Shreeji Prints Ltd,"Plot 72, MIDC Industrial",Area,Tiruppur,641625,IN,,+91 22 8960 4186,billing@shreeji-prints.in
0000500769,Thibault Technologies & Partner SAS,196 Rue du,Commerce,Lille,59002,FR,,,contact@thibault-technologies.fr
0000500770,Ravenscroft & Northgate Ltd,"Unit 98, Trafford",Park,Bristol,BS1 9FJ,GB,,000,sales@ravenscroft-northgate.co.uk
0000500771,Fuentes Alimentación & Partner S.L.,Calle Industria,53,Madrid,28025,ES,,+34 96 456 9054,
0000500772,"Hangzhou Mingda Electronics Co., Ltd","Building 212, Xingye",Road,Hangzhou,310084,CN,,+86 592 902 6431,orders@hangzhou-mingda.com.cn
0000500773,"Dongguan Longxin & Zhenxing Industrial Co., Ltd.","Building 93, Xingye",Road,Dongguan,523010,CN,,+86 574 231 0094,office@dongguan-longxin.com.cn
0000500774,Ibáñez Textil & Partner S.L.,Calle Industria,89,Madrid,28003,ES,,+34 976 779791,admin@ibanez-textil.es
0000500775,  Yardley  Trading & Partner Ltd ,"Unit 140, Kingsway Business",Park,Bristol,BS2 3XD,GB,,+44 113 530 0432,finance@yardley-trading.co.uk
0000500776,Omkar Leathers Pvt Ltd,"134/A Andheri East,",Marol,Bengaluru,560049,IN,,+91 44 6958 7946,office@omkar-leathers.in
0000500777,Martin Quarrymill Corp.,103 Airport,Road,Chicago,60649,US,,+1 404 555 1354,sales@martin-quarrymill.com
0000500778,Lombardi-Venturi Sistemi S.p.A.,Via del Commercio,69,Prato,59102,IT,,+39 06 7189 62834,billing@lombardi-venturi.it
0000500779,Forsberg Textil AB,Hamnvägen,204,Malmö,211 31,SE,,+46 40 588 6047,accounts@forsberg-textil.se
0000500780,Duarte Mobiliario S.L.,Calle Mayor,56,Valencia,46012,ES,,+34 91 225 3216,sales@duarte-mobiliario.es
0000500781,ZAWADZKI-CIESLAK TECHNOLOGIE SP. Z O.O.,ul. Kolejowa,32,Wrocław,50-089,PL,,+48 61 220 6488,purchasing@zawadzki-cieslak.pl
0000500782,Kingsmere Services & Partner PLC,218 Victoria,Road,Manchester,M17 0LG,GB,,+44 20 2509 0815,sales@kingsmere-services.co.uk
0000500783,Yashoda Knitwear Pvt Ltd,"Plot No. 116, Sector 8,",IMT,New Delhi,110037,IN,,+91 44 8565 3397,ap@yashoda-knitwear.in
0000500784,"Guangzhou Longxin-Sanhe Plastics Industrial Co., Ltd.",No. 101 Hongqiao,Road,Guangzhou,510009,CN,,+86 571 466 4755,
0000500785,"Kim Son & Bao Tin Co., Ltd","Lot 55, Song Than Industrial",Zone,Da Nang,550703,VN,,+84 236 477 9080,billing@kim-son.com.vn
0000500786,Rajhans Garments Ltd,"SIDCO Industrial Estate, Unit",202,Chennai,600049,IN,,+91 22 2760 4573,office@rajhans-garments.in
0000500787,  Dunmore  Supplies LLC ,101 Enterprise,Court,Chicago,1421Z,US,,+1 206 555 2295,ap@dunmore-supplies.com
0000500788,Kuipars Handel B.V.,Industrieweg,24,Utrecht,3528 ZQ,NL,,+31 20 247 2586,office@kuipers-handel.nl
0000500789,Marchetti Commerciale S.r.l.,Viale della Repubblica,98,Firenze,50122,IT,,+39 011 4151 8932,office@marchetti-commerciale.it
0000500790,Northgate Systems & Partner Inc.,108 Lakeview,Boulevard,Dallas,75230,US,,+1 206 555 4898,ap@northgate-systems.com
0000500791,Delacour Boissons & Partner S.A.,132 Rue du,Commerce,Toulouse,31009,FR,,+33 1 2864 0165,comptabilite@delacour-boissons.fr
0000500792,Larkfield Ltd,"Unit 41, Riverside Industrial",Estate,Nottingham,NG7 8LN,GB,,+44 141 224 7059,contact@larkfield.co.uk
0000500793,Valmy Services S.A.,105 Rue de,l'Industrie,Lyon,00000,FR,,+33 4 6533 7210,info@valmy-services.fr
0000500794,Dunmore Inc.,3 Distribution,Way,Chicago,60615,US,,+1 973 555 6134,export@dunmore-2.com
0000500795,Brambleton Textiles Ltd,"Unit 47, Kingsway Business",Park,Leeds,LS11 8PG,GB,,+44 113 235 8070,admin@brambleton-textiles.co.uk
0000500796,Domański Systemy Sp. z o.o.,ul. Kolejowa,86,Poznań,60-345,PL,,+48 12 305 1400,orders@domanski-systemy.pl
0000500797,Navarro & Montero S.A.,"Polígono Industrial Sur, Nave",210,Valencia,46037,ES,,+34 93 996 8210,contact@navarro-montero.es
0000500798,Thien An JSC,35 Le Duan,Street,Binh Duong,820589,VN,,+84 236 697 8032,office@thien-an-96.com.vn
0000500799,"Ningbo Baolong-Kaiyuan Import & Export Industrial Co., Ltd.",No. 168 Zhenhai Industrial,Zone,Ningbo,315124,CN,,+86 21 9007 8067,ap@ningbo-baolong.com.cn
0000500800,Montero & Jiménez S.L.,"Polígono Industrial Sur, Nave",194,Barcelona,08040,ES,,+34 93 301 2208,
0000500801,Kaczmarek Sp. z o.o.,ul. Fabryczna,129,Poznań,60-310,PL,,+48 42 459 4077,ap@kaczmarek.pl.
0000500802,Westbrook Fulfilment PLC,,,Nottingham,NG7 9ZW,GB,,+44 161 872 0715,billing@westbrook-fulfilment.co.uk
