KUNNR,KTOKD,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,STCD2,STCD3,STCEG,LOEVM,SPERM,ERDAT
0002000646,ZCUS,Kiosk Frank Bochum,,KIOSKFRANK,Brückenstraße 172,Bochum,44787,DE,DE,+41 33 3747 8680,buchhaltung@kioskfrankbochum.de,DE329497093,,,DE272402882,,,2024-04-25
0002000647,DEBI,Hartmann Großhandel GmbH 14,Zentrale,HARTMANNGR,Am Hafen 177,Graz,8010,AT,DE,+33 36 6796 5845,buchhaltung@hartmanngroßhandel.at,,,,AT019260416,,,2014-09-01
0002000648,KUNA,Winkler Gastronomie GmbH 11,,WINKLERGAS,Industriering 82,München,80331,DE,DE,+43 76 5067 938,buchhaltung@winklergastronomie.de,DE465398195,,,DE726348722,,,2023-02-20
0002000649,ZCUS,Kiosk Frank Nürnberg,,KIOSKFRANK,Brückenstraße 139,Nürnberg,90403,DE,DE,+49 67 3286 7883,einkauf@kioskfranknürnberg.de,DE245131913,,,DE446507351,,,2020-07-28
0002000650,KUNA,Hotel Engel Freiburg,Zentrale,HOTELENGEL,Lindenweg 61,Freiburg,79098,DE,DE,+41 84 5197 6512,bestellung@hotelengelfreiburg.de,DE524396720,,,DE032793316,,,2014-05-13
0002000651,KUNA,Bäckerei Bergmann 9,,BÄCKEREIBE,Schulstraße 184,Nürnberg,90403,DE,DE,+49 50 8803 5549,info@bäckereibergmann9.de,,,,,,,2012-06-06
0002000652,DEBI,Dittrich Großhandel GmbH 11,,DITTRICHGR,Am Hafen 154,Bremen,28195,DE,DE,+48 46 9504 4613,info@dittrichgroßhandel.de,DE458031315,,,DE586144157,,,2016-05-24
0002000653,KUNA,Clemens Partnermarkt Lille,,CLEMENSPAR,Brückenstraße 141,Lille,59000,FR,FR,+43 23 4936 3506,info@clemenspartnermark.fr,,,,FR143018672,,,2021-04-19
0002000654,KUNA,Bäckerei Krause 19,,BÄCKEREIKR,Schulstraße 186,Bielefeld,33602,DE,DE,+43 41 2634 3967,buchhaltung@bäckereikrause19.de,,,,DE216854069,,,2014-10-09
0002000655,KUNA,Metzgerei Gruber 12,,METZGEREIG,Marktplatz 163,Hannover,30159,DE,DE,+33 35 5387 1926,buchhaltung@metzgereigruber12.de,,,,DE699196276,,,2012-10-06
0002000656,ZCUS,Kiosk Krause Bochum,,KIOSKKRAUS,Brückenstraße 32,Bochum,44787,DE,DE,+48 84 4963 5421,einkauf@kioskkrausebochum.de,,,,DE076103963,,,2011-10-23
0002000657,KUNA,Metzgerei Amann 7,,METZGEREIA,Gewerbepark 54,Karlsruhe,76133,DE,DE,+49 43 9335 9373,einkauf@metzgereiamann7.de,DE378632652,,,DE391175900,,,2014-11-01
0002000658,KUNA,Vogel Gastronomie GmbH 18,,VOGELGASTR,Gewerbepark 189,Stuttgart,70173,DE,DE,+49 31 7698 2576,einkauf@vogelgastronomiegm.de,DE813979423,,,DE675738945,,,2013-11-25
0002000659,KUNA,Kaufmann Handels GmbH & Co. KG 16,,KAUFMANNHA,Marktplatz 146,Nürnberg,90403,DE,DE,+33 41 4596 5087,buchhaltung@kaufmannhandelsgmb.de,DE145527855,,,DE948657981,,,2023-06-06
0002000660,KUNA,Vogel Handels GmbH & Co. KG 7,,VOGELHANDE,Feldweg 6,Münster,48143,DE,DE,+33 48 8165 9120,buchhaltung@vogelhandelsgmbhco.de,,,,DE855293132,,,2021-07-06
0002000661,KUNA,Brandes Gastronomie GmbH 9,,BRANDESGAS,Ringstraße 172,Kiel,24103,DE,DE,+43 40 8247 7575,einkauf@brandesgastronomie.de,DE644602484,,,DE745491344,,,2017-04-06
0002000662,KUNA,Metzgerei Kaufmann 17,,METZGEREIK,Marktplatz 75,Münster,48143,DE,DE,+43 32 7170 6656,einkauf@metzgereikaufmann1.de,,,,DE145214687,,,2025-07-22
0002000663,KUNA,Kaufmann Partnermarkt Frankfurt am Main,,KAUFMANNPA,Industriering 221,Frankfurt am Main,60311,DE,DE,+31 70 9334 3753,einkauf@kaufmannpartnermar.de,DE390609539,,,DE360194321,,,2021-06-01
0002000664,DEBI,Amann Vertriebs KG 8,,AMANNVERTR,,Bielefeld,33602,DE,DE,+43 88 2409 5519,einkauf@amannvertriebskg8.de,,,,DE573528883,,,2022-05-09
0002000665,DEBI,Hartmann Vertriebs KG 17,,HARTMANNVE,Feldweg 229,Bonn,53111,DE,DE,+43 60 9108 4657,buchhaltung@hartmannvertriebsk.de,,,,DE707315067,,,2020-08-27
0002000666,ZCUS,Kiosk Sommer Hannover,,KIOSKSOMME,Gewerbepark 25,Hannover,30159,DE,DE,+33 68 4420 4393,buchhaltung@kiosksommerhannove.de,DE037762573,,,DE633000643,,,2025-12-18
0002000667,KUNA,Metzgerei Rohde 9,,METZGEREIR,Hauptstraße 200,Frankfurt am Main,60311,DE,DE,+49 23 1455 3559,buchhaltung@metzgereirohde9.de,DE185834159,,,DE249030877,,,2015-11-10
0002000668,KUNA,Hotel Thiel Karlsruhe 16,,HOTELTHIEL,Brückenstraße 40,Karlsruhe,76133,DE,DE,+41 68 9372 4227,info@hotelthielkarlsruh.de,,,,DE405589704,,,2011-07-08
0002000669,DEBI,Ullrich Vertriebs KG,,ULLRICHVER,Lindenweg 36,Augsburg,86150,DE,DE,+31 51 7728 6163,bestellung@ullrichvertriebskg.de,DE081789289,,,DE780636054,,,2017-09-25
0002000670,KUNA,Metzgerei Vogel 9,,METZGEREIV,Schulstraße 101,Nürnberg,90403,DE,DE,+48 44 4602 4303,buchhaltung@metzgereivogel9.de,DE151386289,,,DE210683104,,,2011-07-11
0002000671,KUNA,Krause Handels GmbH & Co. KG 10,,KRAUSEHAND,Lindenweg 54,Duisburg,47051,DE,DE,+41 66 1830 1911,info@krausehandelsgmbhc.de,DE079914684,,,DE616506760,,,2016-12-28
0002000672,KUNA,Amann Handels GmbH & Co. KG 4,,AMANNHANDE,Am Hafen 94,Essen,45127,DE,DE,+41 99 3952 4969,info@amannhandelsgmbhco.de,DE897786231,,,DE386551589,,,2022-12-20
0002000673,DEBI,Amann Vertriebs KG 19,,AMANNVERTR,Ringstraße 92,Düsseldorf,6620,DE,DE,+48 60 2417 6571,bestellung@amannvertriebskg19.de,,,,DE445334875,,,2017-03-13
0002000674,KUNA,Hotel Vogel Leipzig,Zentrale,HOTELVOGEL,Industriering 1,Leipzig,04109,DE,DE,+41 90 9078 8848,info@hotelvogelleipzig.de,DE671701444,,,DE305667217,,,2011-02-19
0002000675,KUNA,Metzgerei Wendt 11,,METZGEREIW,Talstraße 175,Bochum,44787,DE,DE,+33 77 3374 6484,info@metzgereiwendt11.de,DE814320105,,,DE655631327,,,2010-11-19
0002000676,DEBI,Thiel Großhandel GmbH 6,Zentrale,THIELGROSS,Am Hafen 119,Düsseldorf,40213,DE,DE,+48 80 6921 7715,bestellung@thielgroßhandelgmb.de,,,,DE085116598,,,2026-10-26
0002000677,KUNA,Vetter Handels GmbH & Co. KG 19,,VETTERHAND,Gewerbepark 100,Essen,45127,DE,DE,+43 81 5904 3103,info@vetterhandelsgmbhc.de,,,,DE264060489,,,2016-02-11
0002000678,KUNA,Betriebskantine Winkler AG 17,,BETRIEBSKA,Bahnhofstraße 88,Düsseldorf,40213,DE,DE,+33 79 7517 7591,info@betriebskantinewin.de,DE668266927,,,DE009748371,,,2018-04-04
0002000679,KUNA,Bäckerei Krause 2,Zentrale,BÄCKEREIKR,Gewerbepark 162,Dresden,01067,DE,DE,+43 59 3059 126,buchhaltung@bäckereikrause2.de,DE962595941,,,DE894706283,,,2017-03-05
0002000680,ZCUS,Kiosk Sievers Hamburg,,KIOSKSIEVE,Hauptstraße 239,Hamburg,20095,DE,DE,+33 37 9206 1801,einkauf@kiosksievershambur.de,DE790188631,,,DE794790118,,,2018-01-22
0002000681,DEBI,Vetter Vertriebs KG,Zentrale,VETTERVERT,Am Hafen 229,Lille,59000,FR,FR,+41 45 8853 1873,bestellung@vettervertriebskg.fr,,,,,,,2011-03-27
0002000682,ZCUS,Kiosk Radtke Mannheim,,KIOSKRADTK,Lindenweg 6,Mannheim,68159,DE,DE,+33 23 2837 199,bestellung@kioskradtkemannhei.de,DE797101783,,,DE233835006,,,2014-05-20
0002000683,KUNA,Bäckerei Eckert 12,,BÄCKEREIEC,Gewerbepark 22,Hamburg,20095,DE,DE,+43 86 6437 7350,info@bäckereieckert12.de,,,,DE764051772,,,2016-11-25
0002000684,KUNA,Eckert Gastronomie GmbH 14,,ECKERTGAST,Brückenstraße 193,Essen,45127,DE,DE,+33 84 3235 4019,buchhaltungeckertgastronomieg.de,DE104938447,,,DE350047837,,,2018-03-20
0002000685,KUNA,Hotel Rohde Duisburg,,HOTELROHDE,Marktplatz 19,Duisburg,47051,DE,DE,+41 74 7938 6001,bestellung@hotelrohdeduisburg.de,,,,DE295133187,,,2013-01-19
0002000686,KUNA,Ziegler Partnermarkt Bonn,,ZIEGLERPAR,Schulstraße 41,Bonn,53111,DE,DE,+48 56 4461 5267,buchhaltung@zieglerpartnermark.de,,,,,,,2025-08-16
0002000687,KUNA,Bäckerei Ullrich 9,,BÄCKEREIUL,Lindenweg 65,Bonn,53111,DE,DE,+31 66 5818 5920,info@bäckereiullrich9.de,DE583871654,,,DE659172488,,,2022-11-25
0002000688,KUNA,Brandes Gastronomie GmbH 10,Zentrale,BRANDESGAS,Marktplatz 141,Hamburg,20095,DE,DE,+48 82 9270 4000,einkauf@brandesgastronomie.de,,,,DE007837812,,,2020-11-26
0002000689,DEBI,Vogel Vertriebs KG 10,,VOGELVERTR,Feldweg 233,Bremen,28195,DE,DE,+33 88 4666 3721,bestellung@vogelvertriebskg10.de,DE116040053,,,DE032777859,,,2018-02-24
0002000690,DEBI,Brandes Großhandel GmbH,,BRANDESGRO,Am Hafen 57,Münster,48143,DE,DE,+33 58 6234 316,bestellung@brandesgroßhandelg.de,DE233542099,,,DE181735264,,,2021-10-21
0002000691,KUNA,Bergmann Handels GmbH & Co. KG 12,,BERGMANNHA,Bahnhofstraße 223,Amsterdam,1012 AB,NL,EN,+33 46 1073 7682,info@bergmannhandelsgmb.nl,,,,NL772788657,,,2024-05-14
0002000692,KUNA,Amann Partnermarkt München,,AMANNPARTN,Hauptstraße 59,München,80331,DE,DE,+31 76 9598 6089,buchhaltung@amannpartnermarktm.de,DE592368946,,,DE233076562,,,2024-09-20
0002000693,KUNA,Ullrich Handels GmbH & Co. KG,,ULLRICHHAN,,Kraków,30-001,PL,EN,+31 34 1262 1579,buchhaltung@ullrichhandelsgmbh.pl,,,,,,,2015-04-23
0002000694,KUNA,Ziegler Handels GmbH & Co. KG 11,Zentrale,ZIEGLERHAN,Brückenstraße 104,Bochum,44787,DE,DE,+43 60 4256 2612,bestellung@zieglerhandelsgmbh.de,DE837481795,,,DE421269332,,,2019-03-18
0002000695,KUNA,Lehmann Gastronomie GmbH 5,,LEHMANNGAS,Am Hafen 22,Bochum,44787,DE,DE,+31 62 3317 5186,bestellung@lehmanngastronomie.de,DE959638167,,,DE367533975,,,2019-04-10
0002000696,KUNA,Clemens Gastronomie GmbH 19,,CLEMENSGAS,Lindenweg 145,Leipzig,04109,DE,DE,+41 22 7627 5528,bestellung@clemensgastronomie.de,DE575544045,,,DE677019955,,,2021-07-20
0002000697,ZCUS,Kiosk Frank Bremen,,KIOSKFRANK,Marktplatz 126,Bremen,28195,DE,DE,+41 98 7515 4314,info@kioskfrankbremen.de,,,,DE828189854,,,2023-03-14
0002000698,ZCUS,Kiosk Sievers Bremen,,KIOSKSIEVE,Ringstraße 228,Bremen,28195,DE,DE,+48 27 5033 4925,einkauf@kiosksieversbremen.de,DE477377977,,,DE839304038,,,2018-09-17
0002000699,KUNA,Bäckerei Dittrich 2,,BÄCKEREIDI,Marktplatz 146,Dresden,01067,DE,DE,+49 65 8981 1452,buchhaltung@bäckereidittrich2.de,,,,DE820108629,,,2026-03-16
0002000700,KUNA,Metzgerei Stein 17,,METZGEREIS,Bahnhofstraße 125,Bremen,28195,DE,DE,+31 46 2185 1787,info@metzgereistein17.de,DE801926308,,,DE675214538,,,2016-10-10
0002000701,KUNA,Hotel Krause Düsseldorf,,HOTELKRAUS,Industriering 124,Düsseldorf,40213,DE,DE,+49 77 3109 2695,bestellung@hotelkrausedüsseld.de,,,,DE100268037,,,2026-05-24
0002000702,KUNA,Metzgerei Gruber 8,,METZGEREIG,Schulstraße 57,Bonn,53111,DE,DE,+49 99 7721 9772,einkaufmetzgereigruber8.de,,,,DE065291824,,,2016-08-11
0002000703,DEBI,Frank Großhandel GmbH 2,Zentrale,FRANKGROSS,Ringstraße 205,Münster,48143,DE,DE,,bestellung@frankgroßhandelgmb.de,,,,DE452340249,,,2023-02-07
0002000704,KUNA,Hotel Stein Frankfurt am Main,,HOTELSTEIN,Schulstraße 40,Frankfurt am Main,60311,DE,DE,+31 46 8154 9538,buchhaltung@hotelsteinfrankfur.de,DE404946650,,,DE183582685,,,2017-09-14
0002000705,KUNA,Betriebskantine Radtke AG 12,,BETRIEBSKA,Am Hafen 97,Hannover,30159,DE,DE,+33 48 4351 4519,bestellung@betriebskantinerad.de,DE962598078,,,DE379671570,X,,2016-04-22
0002000706,KUNA,Bäckerei Bergmann 3,,BÄCKEREIBE,Brückenstraße 113,Freiburg,79098,DE,DE,+33 59 4709 7682,bestellung@bäckereibergmann3.de,DE645324036,,,DE681353666,,,2020-11-10
0002000707,KUNA,Metzgerei Brandes 15,,METZGEREIB,Talstraße 235,Freiburg,79098,DE,DE,+49 39 2318 8730,einkauf@metzgereibrandes15.de,,,,,,,2019-01-27
0002000708,KUNA,Hartmann Gastronomie GmbH 7,,HARTMANNGA,Talstraße 59,Essen,45127,DE,DE,+43 91 9700 1897,info@hartmanngastronomi.de,DE493836117,,,DE989659667,,,2016-10-14
0002000709,KUNA,Betriebskantine Thiel AG 4,,BETRIEBSKA,Industriering 62,Dortmund,44135,DE,DE,+49 54 8731 6398,bestellung@betriebskantinethi.de,,,,DE867724609,,,2025-04-15
0002000710,DEBI,Ullrich Vertriebs KG 14,,ULLRICHVER,Brückenstraße 124,Stuttgart,70173,DE,DE,+48 65 8385 9900,info@ullrichvertriebskg.de,DE980330428,,,DE000278142,,,2019-07-25
0002000711,KUNA,Bäckerei Ziegler 8,,BÄCKEREIZI,Am Hafen 15,Graz,8010,AT,DE,+48 72 5214 8046,info@bäckereiziegler8.at,,,,AT232792426,,,2024-08-05
0002000712,KUNA,Metzgerei Sievers 10,,METZGEREIS,Talstraße 132,Dresden,01067,DE,DE,+49 27 2293 2187,einkauf@metzgereisievers10.de,,,,DE787001508,,,2017-10-13
0002000713,KUNA,Wendt Gastronomie GmbH 16,,WENDTGASTR,Feldweg 193,Zürich,8001,CH,DE,+33 64 3064 3870,einkauf@wendtgastronomiegm.ch,,,,,,,2024-08-07
0002000714,KUNA,Bäckerei Winkler 8,Zentrale,BÄCKEREIWI,Am Hafen 198,Augsburg,86150,DE,DE,+33 20 8111 8077,bestellung@bäckereiwinkler8.de,,,,DE677801792,,,2011-04-24
0002000715,KUNA,Betriebskantine Bergmann AG 7,,BETRIEBSKA,Bahnhofstraße 138,Kraków,2988,PL,EN,+43 93 3897 4386,info@betriebskantineber.pl,,,,PL412939206,,,2026-09-24
0002000716,KUNA,Bäckerei Engel 16,,BÄCKEREIEN,Gewerbepark 165,Bonn,53111,DE,DE,+43 40 3516 1463,buchhaltung@bäckereiengel16.de,DE786254268,,,DE084958322,,,2011-07-03
0002000717,DEBI,Ziegler Großhandel GmbH 4,,ZIEGLERGRO,Gewerbepark 199,Bielefeld,33602,DE,DE,+41 38 1942 2879,buchhaltung@zieglergroßhandelg.de,DE223186175,,,DE318714423,,,2023-12-11
0002000718,DEBI,Winkler Großhandel GmbH 11,Zentrale,WINKLERGRO,Bahnhofstraße 3,Bochum,44787,DE,DE,+31 38 3304 9249,einkauf@winklergroßhandelg.de,DE301585458,,,DE095636224,,,2012-10-03
0002000719,DEBI,Vetter Vertriebs KG 17,,VETTERVERT,Schulstraße 154,Bielefeld,33602,DE,DE,+43 27 2725 1832,einkauf@vettervertriebskg1.de,,,,DE451195210,,X,2012-01-26
0002000720,KUNA,Bergmann Partnermarkt Rotterdam,,BERGMANNPA,Ringstraße 164,Rotterdam,3011 AA,NL,EN,+33 53 2205 9496,einkauf@bergmannpartnermar.nl,,,,,X,,2014-03-02
0002000721,KUNA,Metzgerei Winkler 18,,METZGEREIW,Brückenstraße 220,Münster,48143,DE,DE,+41 57 5885 9011,bestellung@metzgereiwinkler18.de,DE335819462,,,DE758746926,,,2016-10-21
0002000722,KUNA,Hotel Clemens Mannheim,,HOTELCLEME,Ringstraße 164,Mannheim,68159,DE,DE,+49 55 9972 5598,einkauf@hotelclemensmannhe.de,DE595913473,,,DE806232527,,,2020-10-05
0002000723,KUNA,Bäckerei Vetter 4,,BÄCKEREIVE,Lindenweg 56,Bremen,28195,DE,DE,+48 30 8642 8918,einkauf@bäckereivetter4.de,DE922438315,,,DE798810883,,,2012-06-09
0002000724,DEBI,Dittrich Vertriebs KG,,DITTRICHVE,Schulstraße 71,Dortmund,44135,DE,DE,+49 78 5052 4310,buchhaltung@dittrichvertriebsk.de,DE439301566,,,DE284025490,,,2011-05-02
0002000725,KUNA,Hartmann Partnermarkt Düsseldorf 18,Zentrale,HARTMANNPA,Feldweg 26,Düsseldorf,40213,DE,DE,+31 33 3418 8905,info@hartmannpartnermar.de,,,,DE755000332,,,2010-07-14
0002000726,DEBI,Krause Großhandel GmbH 10,,KRAUSEGROS,Hauptstraße 32,Karlsruhe,76133,DE,DE,+48 59 6522 2259,bestellung@krausegroßhandelgm.de,DE637336559,,,DE220807030,,,2012-08-14
0002000727,KUNA,Gruber Partnermarkt Leipzig,,GRUBERPART,Talstraße 166,Leipzig,04109,DE,DE,+41 77 8932 3143,bestellung@gruberpartnermarkt.de,DE326098847,,,DE691764955,,,2019-05-01
0002000728,KUNA,Hotel Kaufmann Nürnberg,,HOTELKAUFM,Bahnhofstraße 86,Nürnberg,90403,DE,DE,+33 87 5841 181,bestellung@hotelkaufmannnürnb.de,DE264767185,,,DE023634920,,,2010-08-16
0002000729,KUNA,Betriebskantine Bergmann AG 8,,BETRIEBSKA,Industriering 40,Graz,8010,AT,DE,+31 22 8222 4310,buchhaltung@betriebskantineber.at,,,,,,,2012-10-20
0002000730,DEBI,Lehmann Großhandel GmbH 13,,LEHMANNGRO,Lindenweg 215,München,80331,DE,DE,+49 35 8187 8136,buchhaltung@lehmanngroßhandelg.de,DE870164614,,,DE078520255,,,2014-05-01
0002000731,DEBI,Böhm Großhandel GmbH 6,Zentrale,BÖHMGROSSH,Schulstraße 74,Augsburg,86150,DE,DE,+48 96 2262 2520,einkauf@böhmgroßhandelgmbh.de,DE782580757,,,DE112632929,,,2013-07-08
0002000732,KUNA,Hotel Böhm Wuppertal,,HOTELBÖHMW,Bahnhofstraße 138,Wuppertal,42103,DE,DE,+41 41 4224 513,einkauf@hotelböhmwuppertal.de,DE400213180,,,DE732629332,,,2021-09-06
0002000733,KUNA,Winkler Partnermarkt Essen,,WINKLERPAR,Marktplatz 145,Essen,9865,DE,DE,+48 86 2086 5991,bestellung@winklerpartnermark.de,,,,DE455779865,,,2023-04-01
0002000734,DEBI,Vogel Vertriebs KG 15,,VOGELVERTR,Brückenstraße 73,Zürich,8001,CH,DE,+31 20 3836 686,einkauf@vogelvertriebskg15.ch,,,,,,,2024-09-03
0002000735,KUNA,Böhm Partnermarkt Bonn,,BÖHMPARTNE,Talstraße 50,Bonn,53111,DE,DE,+41 43 1969 6434,einkauf@böhmpartnermarktbo.de,DE968259898,,,DE821345365,,,2025-01-16
0002000736,KUNA,Bäckerei Lehmann 6,,BÄCKEREILE,Ringstraße 60,Stuttgart,70173,DE,DE,+41 43 7544 3869,einkauf@bäckereilehmann6.de,,,,DE747735430,,,2014-05-28
0002000737,DEBI,Wendt Großhandel GmbH 8,,WENDTGROSS,Schulstraße 157,Wien,1010,AT,DE,+41 56 7392 9577,einkauf@wendtgroßhandelgmb.at,,,,AT457047818,,,2025-03-19
0002000738,ZCUS,Kiosk Brandes Kraków,,KIOSKBRAND,Bahnhofstraße 67,Kraków,30-001,PL,EN,,info@kioskbrandeskraków.pl,,,,PL813615667,,,2017-09-19
0002000739,KUNA,Hotel Ullrich Kiel,,HOTELULLRI,Industriering 99,Kiel,24103,DE,DE,+43 22 2714 324,buchhaltung@hotelullrichkiel.de,DE682857124,,,DE614203073,,,2025-02-09
0002000740,KUNA,Hotel Hartmann Hamburg,Zentrale,HOTELHARTM,Schulstraße 74,Hamburg,20095,DE,DE,+43 42 4486 7435,einkauf@hotelhartmannhambu.de,,,,DE007993014,,,2022-09-08
0002000741,KUNA,Hotel Engel Wien,,HOTELENGEL,Marktplatz 105,Wien,1010,AT,DE,,bestellung@hotelengelwien.at,,,,,,,2014-03-18
0002000742,KUNA,Bäckerei Gruber 18,Zentrale,BÄCKEREIGR,Schulstraße 196,Mannheim,68159,DE,DE,+31 60 6594 7114,bestellung@bäckereigruber18.de,,,,DE936129712,,,2013-05-12
0002000743,KUNA,Engel Partnermarkt Leipzig,,ENGELPARTN,Industriering 122,Leipzig,04109,DE,DE,+41 81 4197 4429,einkauf@engelpartnermarktl.de,DE840247770,,,DE548604254,,,2025-02-06
0002000744,ZCUS,Kiosk Rohde Hamburg,Zentrale,KIOSKROHDE,Schulstraße 203,Hamburg,20095,DE,DE,+48 96 7793 8481,info@kioskrohdehamburg.de,DE675301722,,,DE674175432,,,2011-10-03
0002000745,DEBI,Radtke Vertriebs KG 13,,RADTKEVERT,Talstraße 147,Kraków,30-001,PL,EN,+31 59 6906 1577,info@radtkevertriebskg1.pl,,,,PL303238284,,,2023-10-03
0002000746,KUNA,Betriebskantine Eckert AG 3,,BETRIEBSKA,Industriering 78,Bielefeld,8477,DE,DE,+31 32 8621 6631,bestellung@betriebskantineeck.de,DE832744370,,,DE737963627,,,2024-02-03
0002000747,KUNA,Brandes Handels GmbH & Co. KG 17,,BRANDESHAN,Ringstraße 20,Hannover,30159,DE,DE,+43 97 6790 9191,bestellung@brandeshandelsgmbh.de,DE087670618,,,DE843170560,,,2021-05-15
0002000748,KUNA,Metzgerei Wendt 3,,METZGEREIW,Schulstraße 1,Lyon,69001,FR,FR,+43 48 5332 1406,einkauf@metzgereiwendt3.fr,,,,FR618502169,,,2017-10-06
0002000749,DEBI,Krause Vertriebs KG 3,,KRAUSEVERT,Industriering 30,Dortmund,44135,DE,DE,+49 74 3399 3673,bestellung@krausevertriebskg3.de,,,,DE774856213,,,2023-04-09
0002000750,KUNA,Betriebskantine Hartmann AG 13,,BETRIEBSKA,Am Hafen 148,Frankfurt am Main,60311,DE,DE,+33 47 3930 2535,bestellung@betriebskantinehar.de,DE314376904,,,DE072641730,,,2013-09-01
0002000751,KUNA,Krause Gastronomie GmbH 17,,KRAUSEGAST,Schulstraße 3,Graz,8010,AT,DE,+31 49 5232 5447,buchhaltung@krausegastronomieg.at,,,,AT569227409,,,2015-09-05
0002000752,KUNA,Bäckerei Wendt 4,Zentrale,BÄCKEREIWE,Ringstraße 168,Düsseldorf,40213,DE,DE,+41 26 6999 1857,bestellung@bäckereiwendt4.de,,,,DE538728025,,,2011-04-05
0002000753,DEBI,Rohde Vertriebs KG 9,Zentrale,ROHDEVERTR,Feldweg 87,Frankfurt am Main,60311,DE,DE,+41 30 6558 8975,einkauf@rohdevertriebskg9.de,,,,DE857985767,,,2021-08-26
0002000754,DEBI,Eckert Großhandel GmbH,,ECKERTGROS,Talstraße 219,Karlsruhe,76133,DE,DE,+33 47 2172 6002,bestellung@eckertgroßhandelgm.de,DE757725294,,,DE451605691,,,2025-10-18
0002000755,KUNA,Amann Gastronomie GmbH 14,,AMANNGASTR,Lindenweg 224,Wuppertal,42103,DE,DE,+31 52 4595 1703,bestellung@amanngastronomiegm.de,,,,DE405999670,,,2016-08-21
0002000756,KUNA,Bergmann Gastronomie GmbH 12,,BERGMANNGA,Schulstraße 66,Duisburg,47051,DE,DE,+33 78 7593 3931,einkauf@bergmanngastronomi.de,DE178934300,,,DE891616547,,,2011-03-03
0002000757,KUNA,Thiel Partnermarkt Bielefeld,,THIELPARTN,Gewerbepark 233,Bielefeld,33602,DE,DE,+43 32 4878 2846,buchhaltung@thielpartnermarktb.de,DE966721684,,,DE256461044,,,2014-01-14
0002000758,KUNA,Hotel Frank Essen,,HOTELFRANK,Gewerbepark 90,Essen,45127,DE,DE,+43 28 6403 6525,buchhaltung@hotelfrankessen.de,DE489582289,,,DE279957664,,,2018-08-08
0002000759,KUNA,Betriebskantine Vogel AG 2,,BETRIEBSKA,Ringstraße 62,Freiburg,79098,DE,DE,+49 25 8125 8522,buchhaltung@betriebskantinevog.de,,,,DE300947995,,,2011-04-01
0002000760,ZCUS,Kiosk Vetter Freiburg,,KIOSKVETTE,Feldweg 18,Freiburg,79098,DE,DE,+49 37 6291 4346,info@kioskvetterfreibur.de,DE427308942,,,DE070638303,,,2017-01-15
0002000761,KUNA,Betriebskantine Ullrich AG 2,,BETRIEBSKA,Gewerbepark 163,München,80331,DE,DE,+33 55 7035 4151,einkauf@betriebskantineull.de,DE430702004,,,DE311284897,,,2018-06-16
0002000762,KUNA,Metzgerei Stein 15,,METZGEREIS,Marktplatz 88,Leipzig,04109,DE,DE,+41 54 7844 4597,bestellung@metzgereistein15.de,DE705603383,,,DE491084231,,,2020-02-10
0002000763,DEBI,Sommer Großhandel GmbH 8,,SOMMERGROS,Marktplatz 145,Bielefeld,33602,DE,DE,+49 74 4051 9691,einkauf@sommergroßhandelgm.de,,,,DE997859186,,,2021-07-06
0002000764,KUNA,Kaufmann Partnermarkt Lille,,KAUFMANNPA,Brückenstraße 213,Lille,59000,FR,FR,+43 55 3671 3679,buchhaltung@kaufmannpartnermar.fr,,,,,,,2025-08-15
0002000765,KUNA,Radtke Gastronomie GmbH 14,,RADTKEGAST,Schulstraße 45,Bonn,53111,DE,DE,+43 58 3902 2174,einkauf@radtkegastronomieg.de,DE976659184,,,DE071447252,,,2011-06-01
0002000766,KUNA,Metzgerei Vogel 16,,METZGEREIV,Lindenweg 137,Rotterdam,3011 AA,NL,EN,+31 81 3669 8181,info@metzgereivogel16.nl,,,,,,,2026-03-18
0002000767,KUNA,Hartmann Gastronomie GmbH 17,,HARTMANNGA,Talstraße 112,Zürich,8001,CH,DE,+43 33 9253 4165,bestellung@hartmanngastronomi.ch,,,,,,,2016-08-02
0002000768,ZCUS,Kiosk Ziegler Duisburg,Zentrale,KIOSKZIEGL,Talstraße 143,Duisburg,47051,DE,DE,+33 65 7848 3353,einkauf@kioskzieglerduisbu.de,,,,DE864692503,,,2012-03-17
0002000769,KUNA,Frank Gastronomie GmbH 5,,FRANKGASTR,Feldweg 94,Wuppertal,42103,DE,DE,+31 81 7601 5281,einkauf@frankgastronomiegm.de,DE613485801,,,DE959133320,,,2012-10-02
0002000770,DEBI,Winkler Vertriebs KG,,WINKLERVER,Am Hafen 12,Stuttgart,70173,DE,DE,+48 44 2086 6852,bestellung@winklervertriebskg.de,,,,DE399198381,,,2019-07-23
0002000771,KUNA,Betriebskantine Lehmann AG 4,,BETRIEBSKA,Am Hafen 197,Wuppertal,42103,DE,DE,+33 21 9917 884,info@betriebskantineleh.de,,,,DE461162688,,,2011-02-09
0002000772,DEBI,Sievers Großhandel GmbH 13,,SIEVERSGRO,Lindenweg 191,Basel,4051,CH,DE,+31 78 2554 2827,einkauf@sieversgroßhandelg.ch,,,,,,,2012-12-22
